,Order,Family,Species,Common name,Habitat,Feeding strategy,Trophic level,IUCN,Fisheries interest,G/GI,"Method 1,2,3",N,N of fish ingested,FO (%) ,PL (N/fish),Plastic type,Polymers,"Plastic size (mm)         < 1, 1-5, > 5",Life stage,Length (cm),Location,Region,Reference,Purpose of the study,Comments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,,,Stellifer stellifer,Little croaker,"N, D",BP,3.4,NE,Y,G,2,239,22,9.21,1,monofilament,PA,< 1,J-A,<20 SL,"Atlantic South - Brazil, Goiana Estuary",ATL S,"Dantas et al., 2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,,,Umbrina cirrosa,Shi drum,"N, D",BP,3.4,NE,Y,GI,3,1,0,0.00,,,,,,,Mediterranean - East ,MED,Guven et al 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,,Scombridae,Acanthocybium solandri,Wahoo,"O, P",PP,4.3,LC,Y,n/a,1,885,1,0.11,1,fragment ,,,,,Atlantic North - SE US,ATL N,Manooch & Hogarth 1983,Diet study,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,,,Euthynnus alletteratus,Little tunny,"N, BP",PP,4.5,LC,Y,n/a,,n/a,,yes,,,,,,,n/a,,"Manooch et al., 1985 (in Hoss & Settle, 1990)",Diet study,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,,,Gymnosarda unicolor,Dogtooth tuna,"O, P",PP,4.5,LC,Y,GI,1,2,0,0.00,,,,,,,Pacific South - Various Islands,PAC S,Forrest & Hindell 2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,,,Katsuwonus pelamis,Skipjack tuna,"O, P",PP,4.4,LC,Y,GI,3,26,6,23.08,1.5,"fragment, film",,< 1,A,70TL,Pacific South - Central Apia,PAC S,"Markic et al., 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,,,,,,,,,,G,1,29,0,0.00,,,,,various,71.5,Pacific North - central and East,PAC N,"Choy & Drazen, 2013",Diet study,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,,,,,,,,,,GI,3,9,0,0.00,,,,,,,Indian Ocean - Indonesia,IND,"Rochman et al., 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,,,,,,,,,,"G, GI",2,1,0,0.00,,,,,,49,Pacific South - Australia,PAC S,"Cannon et al., 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,,,Rastrelliger kanagurta,Indian mackerel,"N, P",P,3.2,DD,Y,GI,3,9,5,55.56,1,"fragm, film, monof.",,1-5,,,Indian Ocean - Indonesia,IND,"Rochman et al., 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,,,,,,,,,,GI,3,20,,yes,,fibres,"PE, PP",1-5,,,Indian Ocean - India,IND,"Kumar et al., 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,,,Scomber australasicus,Blue mackerel,"N, P",P,4.2,LC,Y,"G, GI",2,4,0,0.00,,,,,,33.8,Pacific South - Australia,PAC S,"Cannon et al., 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,,,Scomber japonicus,Chub mackerel,"N, P",P,3.4,LC,Y,G,2,35,11,31.43,1.8,"fragm, fibres","PE, PP, PA, Ra, PEs, PMMA ",1-5,sA-A,25-34,Atlantic North - Portugal,ATL N,"Neves et al., 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,,,,,,,,,,GI,3,7,5,71.43,9.4,fibres,,< 1,,,Mediterranean - East ,MED,Guven et al 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,,,,,,,,,,GI,2,30,1,3.33,1,fragment,"PE, PP",1-5,,21.4,Pacific South - S American coast,PAC S,"Ory et al., 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,,,,,,,,,,GI,3,1,0,0.00,,,,,,,Pacific North  - East,PAC N,"Rochman et al., 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,,,,,,,,,,GI ,2,37,16,43.24,2.9,fibres,,,,28.3,Mediterranean - Adriatic & Ionian Sea,MED,"Anastasopoulou et al., 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,,,Scomber scombrus,Atlantic mackerel,"N-O, P",P,3.6,LC ,Y,G,2,13,4,30.77,1.5,"fragm, fibres","PE, PP, PA, Ra, PEs, PMMA ",1-5,sA-A,27-32,Atlantic North - Portugal,ATL N,"Neves et al., 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,,,,,,,,,,GI,2,51,9,17.65,,fragments,"PE, PA, PP",,,28,Atlantic North - N Europe,ATL N,"Rummel et al., 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,,,,,,,,,,GI,2,31,10,32.26,1.8,fibres,"Eth-propyl, PE",1-5,,23,Atlantic North -UK,ATL N,"Nelms et al., 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,,,,,,,,,,GI,3,84,0,0.00,,,,,,29,Atlantic North - North Sea,ATL N,"Foekema et al., 2013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,,,Scomberomorus brasiliensis,Serra Spanish mackerel,"N-O, P",PP,3.3,LC,Y,GI,2,1,0,0.00,,,,,,,Atlantic North - Brazil,ATL N,"Pegado et al., 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,,,Scomberomorus cavalla,King mackerel,"N, P",PP,4.4,LC,Y,G ,2,8,5,62.50,,plastic pellets,,1-5,,,Atlantic South - Brazil,ATL S,"Miranda & de Carvalho-Souza, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,,,,,,,,,,GI,2,1,0,0.00,,,,,,,Atlantic North - Gulf of Mexico,ATL N,"Phillips and Bonner, 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,,,Thunnus albacares,Yellowfin tuna,"O, P",PP,4.4,NT,Y,GI,3,68,18,26.47,2.2,fragments,,< 1,,74TL,Pacific South - central  ,PAC S,"Markic et al., 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,,,,,,,,,,"G, GI",2,50,1,2.00,5,fragments,,,,70,Pacific South - Easter Island,PAC S,"Chagnon et al., 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,,,,,,,,,,n/a,,n/a,,yes,,,,,,,n/a,,"Manooch & Mason, 1983, (in Hoss & Settle, 1990)",Diet study,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,,,,,,,,,,G,1,26,0,0.00,,,,,various,99.6,Pacific North - central and East,PAC N,"Choy & Drazen, 2013",Diet study,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,,,Thunnus alalunga,Albacore,"O, P",PP,4.3,NT,Y,G,?,31,4,12.90,1,fragments,,1-5,,79,Mediterranean - central,MED,"Romeo et al., 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,,,,,,,,,,GI,3,2,0,0.00,,,,,,,Pacific North  - East,PAC N,"Rochman et al., 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,,,Thunnus atlanticus,Blackfin tuna,"O, P",PP,4.4,LC,Y,n/a,,n/a,,yes,,,,,,,n/a,,"Manooch & Mason, 1983, (in Hoss & Settle, 1990)",Diet study,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,,,Thunnus maccoyi,Southern bluefin tuna,"O, P",PP,3.9,CR,Y,n/a,1,1219,12,0.98,,"pl. bags, packages",,,,90-190,Pacific South - Australia,PAC S,"Young et al., 1997",Diet study,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,,,Thunnus obesus,Bigeye tuna,"O, P",PP,4.5,VU,Y,G,1,35,3,8.57,1.3,fragments,,> 5,various,115,Pacific North - central and East,PAC N,"Choy & Drazen, 2013",Diet study,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,,,Thunnus thynnus,Atlantic bluefin tuna,"O, P",PP,4.5,EN,Y,G,?,34,11,32.35,1.5,fragments,,1-5,,156.4,Mediterranean - central,MED,"Romeo et al., 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,,Serranidae,Cephalopholis argus,Peacock hind,"N, BP",BP,4.5,LC,Y,GI,3,4,0,0.00,,,,,,23.6,Indian Ocean - Red Sea,IND,"Baalkhuyur et al., 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,,,Epinephelus areolatus,Areolate grouper,"N, D",BP,3.7,LC,Y,GI,3,5,1,20.00,1,fibres,"PP, PE",1-5,,28.4,Indian Ocean - Red Sea,IND,"Baalkhuyur et al., 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,,,Epinephelus chlorostigma,Brownspotted grouper,"N, D",BP,4,LC,Y,GI ,3,3,1,33.33,1,fibres,"PP, PE",1-5,,36.3,Indian Ocean - Red Sea,IND,"Baalkhuyur et al., 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,,,Epinephelus epistictus,Dotted grouper,"N, D",BP,4,DD,N,GI,3,5,1,20.00,1,fibres,"PP, PE",1-5,,31.4,Indian Ocean - Red Sea,IND,"Baalkhuyur et al., 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,,,Epinephelus fasciatus,Blacktip grouper,"N, D",BP,3.7,LC,Y,GI,1,17,0,0.00,,,,,,,Pacific South - Various Islands,PAC S,Forrest & Hindell 2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,,,Epinephelus itajara,Atlantic goliath grouper,"N, D",BP,4.1,CR,Y,GI,2,2,0,0.00,,,,,,,Atlantic North - Brazil,ATL N,"Pegado et al., 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,,,Epinephelus merra,Honeycomb grouper,"N, D",BP,3.8,LC,Y,GI,3,20,,yes,,fibres,"PE, PP",1-5,,,Indian Ocean - India,IND,"Kumar et al., 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,,,Epinephelus radiatus,Oblique-banded grouper,"N, D",BP,4,LC,N,GI,3,7,1,14.29,1,fibres,"PP, PE",1-5,,29.3,Indian Ocean - Red Sea,IND,"Baalkhuyur et al., 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,,,Mycteroperca sp.,Grouper ?,"N, D",,,,n/a,G ,2,1,0,0.00,,,,,,,Atlantic South - Brazil,ATL S,"Miranda & de Carvalho-Souza, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,,,Rypticus randalli,n/a,"N, D",BP,3.8,LC,n/a,GI,2,1,,no,,,,,,6,Atlantic South - Brasil,ATL S,"Vendel et al., 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,,,Serranus cabrilla,Comber,"N-O, D",BP,3.4,LC,Y,GI,3,6,4,66.67,2.3,fibres,,< 1,,,Mediterranean - East ,MED,Guven et al 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,,,Variola louti,Yellow-edged lyretail,"N, BP",BP,4.3,NE,Y,GI,1,15,3,20.00,,fragm,,,,,Pacific South - Various Islands,PAC S,Forrest & Hindell 2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,,Siganidae,Siganus argenteus,Streamlined spinefoot,"N, P",G,2,NE,Y,GI,3,2,1,50.00,1,fragments,,1-5,,,Indian Ocean - Indonesia,IND,"Rochman et al., 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,,,Siganus canaliculatus,White-spotted spinefoot,"N, P",G,2.8,NE,Y,GI,3,3,1,33.33,1,monofilament,,1-5,,,Indian Ocean - Indonesia,IND,"Rochman et al., 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,,,Siganus fuscescens,Mottled spinefoot,"N, P",G,2.3,NE,Y,GI,3,2,0,0.00,,,,,,,Indian Ocean - Indonesia,IND,"Rochman et al., 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,,,Siganus luridus,Dusky spinefoot,"N, D",G,2,NE,Y,GI,3,15,13,86.67,3.6,fibres,,< 1,,,Mediterranean - East ,MED,Guven et al 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,,,,,,,,,,GI,3,n/a,,yes,,,,,,,"Mediterranean - East, Israel",MED,"van der Hal et al., 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,,,Siganus punctatus,Goldspotted spinefoot,"N, D",G,2,NE,Y,GI,3,29,4,13.79,1.8,"fibre, fragment",,1-5,,21TL,Pacific South - Central Apia,PAC S,"Markic et al., 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,,,Siganus rivulatus,Marbled spinefoot,"N, D",G,2,LC,Y,GI,3,n/a,,yes,,,,,,,"Mediterranean - East, Israel",MED,"van der Hal et al., 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,,Sillaginidae,Sillaginodes punctatus,Spotted sillago,"N, D",BP,3.3,NE,Y,"G, GI",2,8,0,0.00,,,,,,27.8,Pacific South - Australia,PAC S,"Cannon et al., 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,,,Sillago flindersi,Flinder's sillago,"N, D",BP,3.3,NE,Y,"G, GI",2,10,0,0.00,,,,,,17.8,Pacific South - Australia,PAC S,"Cannon et al., 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,,,Sillago sihama,Silver silago,"N, D",BP,3.3,NE,Y,GI,3,18,18,100.00,4,"fibres, fragments",,,,,Pacific North - W - China Sea,PAC N,"Jabeen et al., 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,,,,,,,,,,GI,3,17,,yes,,fibre,,,,18.6,Indian Ocean - Persian Gulf,IND,"Abbasi et al., 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,,Sparidae,Acanthopagrus australis,Yellowfin bream,"N, D",BP,3.1,LC,Y,GI,2,24,6,25.00,6.5,fibres,"ACR-PES, PES",,,11.1,Pacific South - Sydney Harbour,PAC S,"Halstead et al., 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,,,Boops boops,Bogue,"N, B",O,2.8,NE,Y,G,2,32,3,9.38,1,"fragm, fibres","PE, PP, PA, Ra, PEs, PMMA ",1-5,A,21-29,Atlantic North - Portugal,ATL N,"Neves et al., 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,,,,,,,,,,GI,2,337,195,57.86,3.8,fibres,,,A,,Mediterranean - West,MED,Nadal et al 2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,,,Dentex dentex,Common dentex,"N, BP",BP,4.5,VU,Y,GI,3,1,0,0.00,,,,,,,Mediterranean - East ,MED,Guven et al 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,,,Dentex gibbosus,Pink dentex,"N, BP",BP,4.1,LC,Y,GI,3,14,4,28.57,1,fibres,,< 1,,,Mediterranean - East ,MED,Guven et al 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,,,Dentex macrophthalmus,Large-eye dentex,"N-O, BP",BP,3.5,NE,Y,G,2,1,1,100.00,1,fibres,"PE, PA, Ra, PEs, PMMA ",1-5,,,Atlantic North - Portugal,ATL N,"Neves et al., 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,,,Diplodus annularis,Pink dentex,"N, BP",BP,3.6,LC,Y,GI,3,48,33,68.75,2.9,fibres,,< 1,,,Mediterranean - East ,MED,Guven et al 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,,,Diplodus vulgaris,2-banded seabream,"N, BP",BP,3.5,LC,Y,GI,3,40,29,72.50,4.3,fibres,"PES, PP",1-5,,12.5,Atlantic North - Portugal,ATL N,"Bessa et al., 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,,,Lagodon rhomboides,Pinfish,"N, D",BP,4.4,LC,Y,G ,2,449,209,46.55,2.1,"fibres, microbeads",,1-5,,14.4,Atlantic North - Texas,ATL N,"Peters et al., 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,,,,,,,,,,GI,2,48,,yes,,,,,,,Atlantic North - Gulf of Mexico,ATL N,"Phillips and Bonner, 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,,,Lithognathus mormyrus,Sand steenbras,"N, D",BP,3.4,LC,Y,GI,3,46,16,34.78,1.9,fibres,,< 1,,,Mediterranean - East ,MED,Guven et al 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,,,,,,,,,,G,1,63,0,0.00,,,,,,,Atlantic North - Spain,ATL N,"Lopez-Lopez et al., 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,,,Pagellus acarne,Axillary seabream,"N-O, B",BP,3.8,NE,Y,G,2,1,1,100.00,1,fibres,"PE, PA, Ra, PEs, PMMA ",1-5,A,25,Atlantic North - Portugal,ATL N,"Neves et al., 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,,,,,,,,,,GI,3,52,35,67.31,2.5,fibres,,< 1,,,Mediterranean - East ,MED,Guven et al 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,,,,,,,,,,G,1,1917,0,0.00,,,,,,,Atlantic North - Spain,ATL N,"Lopez-Lopez et al., 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,,,Pagellus bogaraveo,Blackspot seabream,"N-O, D",BP,4.2,NE,Y,GI ,2,60,1,1.67,,hard plastic,,> 5,,40.2 TL,Mediterranean - Eastern Ionian Sea,MED,"Anastasopoulou et al., 2013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,,,,,,,,,,G,1,174,0,0.00,,,,,,,Atlantic North - Spain,ATL N,"Lopez-Lopez et al., 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,,,Pagellus erythrinus,Common pandora,"N, BP",BP,3.5,LC,Y,GI,3,54,28,51.85,1.2,fibres,,< 1,,,Mediterranean - East ,MED,Guven et al 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,,,,,,,,,,GI,2,80,2,2.50,1,"fibres, fragm",,,,15.5,Mediterranean - Adriatic & Ionian Sea,MED,"Anastasopoulou et al., 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,,,,,,,,,,GI ,3,49,23,46.94,2.1,"fibres, fragm",,,,16.5,Mediterranean - Adriatic & Ionian Sea,MED,"Anastasopoulou et al., 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,,,,,,,,,,GI,3,19,8,42.11,1.9,fragments,"PE, PP, PET",< 1,A,15.4,Mediterranean - East,MED,"Digka et al., 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,,,,,,,,,,G,1,370,0,0.00,,,,,,,Atlantic North - Spain,ATL N,"Lopez-Lopez et al., 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,,,Pagrus auratus,Silver seabream,"N, BP",BP,3.6,LC,Y,GI,3,22,1,4.55,1,fragment,,< 1,A,33TL,Pacific South - Auckland,PAC S,"Markic et al., 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,,,Pagrus pagrus,Red porgy,"N, BP",BP,3.9,LC,Y,GI,3,9,7,77.78,1.9,fibres,,< 1,,,Mediterranean - East ,MED,Guven et al 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,,,Sparus aurata,Gilthead seabream,"N, D",BP,3.7,LC,Y,GI,3,110,48,43.64,2,fibres,,< 1,,,Mediterranean - East ,MED,Guven et al 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,,,,,,,,,,GI,3,20,20,100.00,7.3,,,,,28.5,Mediterranean - Adriatic & Ionian Sea,MED,"Anastasopoulou et al., 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,,,Spondyliosoma cantharus,Black seabream,"N, BP",O,3.3,LC,Y,GI ,3,5,5,100.00,3.7,fragments,PE,< 1,A,29,Mediterranean - Mid,MED,"Avio et al., 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,,,,,,,,,,G,1,284,0,0.00,,,,,,,Atlantic North - Spain,ATL N,"Lopez-Lopez et al., 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,,Sphyraenidae,Sphyraena forsteri,Bigeye barracuda,"N-O, P",PP,4.4,NE,Y,GI,3,12,2,16.67,1.5,fragments,,< 1,,58TL,Pacific South - Central Apia,PAC S,"Markic et al., 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,,,Sphyraena genie,Blackfin barracuda,"N-O, P",PP,4.5,NE,Y,GI,1,7,1,14.29,,fragm,,,,,Pacific South - Various Islands,PAC S,Forrest & Hindell 2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,,,Sphyraena guachancho,Guachanche barracuda,"N, P",PP,4.4,NE,Y,G ,2,1,0,0.00,,,,,,,Atlantic South - Brazil,ATL S,"Miranda & de Carvalho-Souza, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,,Stromateidae,Pampus argenteus,Silver pomfret,"N, BP",P,3.3,NE,Y,GI,3,18,18,100.00,5.2,"fibres, fragments",,,,,Pacific North - W - China Sea,PAC N,"Jabeen et al., 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,,,Peprilus paru,American harvestfish,"N, BP",??,4.5??,LC,Y,GI,2,2,0,0.00,,,,,,,Atlantic North - Brazil,ATL N,"Pegado et al., 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,,Teraponidae,Pelates quadrilineatus,Fourlined terapon,"N, D",BP,3.6,NE,Y,GI,3,135,88,65.19,2.3,fibres,,< 1,,,Mediterranean - East ,MED,Guven et al 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,,,Terapon jarbua,Jarbua terapon,"N, D",O,3.9,LC,Y,GI,3,18,18,100.00,3.8,"fibres, fragments",,,,,Pacific North - W - China Sea,PAC N,"Jabeen et al., 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,,Trichiuridae,Aphanopus carbo,Black scabbardfish,"O, P",PP,4.5,NE,Y,GI,2,5,0,0.00,,,,,,,Atlantic North - UK,ATL N,"Murphy et al., 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,,,,,,,,,,G,1,11,0,0.00,,,,,,,Atlantic North - Spain,ATL N,"Lopez-Lopez et al., 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,,,Lepidopus caudatus,Silver Scabbardfish,"N-O, BP",PP,3.8,NE,Y,GI,2,1,0,0.00,,,,,,,Mediterranean - Eastern Ionian Sea,MED,"Anastasopoulou et al., 2013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,,,Trichiurus lepturus,Largehead hairtail,"N, BP",PP,4.4,NE,Y,G,1,149,1,0.67,1,cigarette butt,CA,> 5,A,> 100,Atlantic South - Brazil,ATL S,"Di Beneditto & Awabdi, 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,,,,,,,,,,G,2,1,0,0.00,,,,,,,Atlantic North - Portugal,ATL N,"Neves et al., 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,,,,,,,,,,GI,2,5,1,20.00,2,pellets,,1-5,,,Atlantic North - Brazil,ATL N,"Pegado et al., 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,,Tripterygiidae,Helcogrammoides chilensis,n/a,"N, D",BP,3.3,LC,N,GI,3,3,3,100.00,,fibres,,,J,,Pacific South - Chile,PAC S,"Mizraji et al., 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,,Uranoscopidae,Uranoscopus scaber,Stargazer,"N-O, D",BP,4.4,LC,Y,GI,3,9,7,77.78,3.2,fragments,PE,< 1,A,25,Mediterranean - Mid,MED,"Avio et al., 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,,Xiphiidae,Xiphias gladius,Swordfish,"O, P",PP,4.5,LC,Y,G,?,56,7,12.50,1.3,fragments,,> 5,,145.4,Mediterranean - central,MED,"Romeo et al., 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,,,,,,,,,,G,1,31,1,3.23,1,fragments,,> 5,various,145.4,Pacific North - central and East,PAC N,"Choy & Drazen, 2013",Diet study,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,,,,,,,,,,GI ,2,1,0,0.00,,,,,,,Mediterranean - Eastern Ionian Sea,MED,"Anastasopoulou et al., 2013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,,Zoarcidae,Zoarces viviparus,Eelpout,"N, D",BP,3.5,NE,Y,GI,3,150,0,0.00,,,,,,,Atlantic North - N Sea & Baltic,ATL N,"Wesch et al., 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,Pleuronectiformes ,Achiridae,Achirus achirus,Drab sole,"N, B",BP,4,LC,N,GI,2,3,,no,,,,,,14,Atlantic South - Brasil,ATL S,"Vendel et al., 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
